ext_no	num_t	p_size	qm.dbh	sd	sp	lati.	long.	alti.	slope	azimuth	m.age	cv.age	maxh1	maxh2	sp.k
118	31	0.04	0.177173051908524	775	QM	37.78	126.95	230	35	240	52	0.123137004566016	13.6	15	신갈나무
119	19	0.04	0.299776583475094	475	LL	37.78	126.95	250	12	0	51.4	0.0174013072178972	24.8	26.95	낙엽송
120	40	0.04	0.160610865136827	1000	PD	35.34	126.42	73	13	315	48.6	0.246312711961241	14.2	14.2	중부지방소나무
121	40	0.04	0.180229020970542	1000	PD	35.36	126.76	150	25	0	49	0.160694038245139	20	19.2	중부지방소나무
122	34	0.04	0.250504725797856	850	PD	35.44	126.77	273	21	270	56.8	0.154187563702897	18.8	19.2	중부지방소나무
123	26	0.04	0.205110476798012	650	PK	37.5	127.71	155	25	102	28.8	0.179416815038386	16.5	14.4	잣나무
124	26	0.04	0.21965050911356	650	PK	37.5	127.71	160	25	286	32.2	0.151188340927181	15.4	16.4	잣나무
125	25	0.04	0.284901175848749	625	PK	37.82	127.85	411	28	8	49.8	0.0557206302229382	21.9	22.15	잣나무
126	22	0.04	0.309108579870111	550	PK	37.79	127.83	456	27	8	42.2	0.131297584617963	18.1	18.6	잣나무
127	33	0.04	0.24746563887587	825	PK	37.79	127.81	482	18	8	33.8	0.0569094203008028	16.3	16.45	잣나무
128	39	0.02	0.124783915794567	1950	PK	37.79	127.82	456	24	8	18.2	0.0601892920335347	8.8	8.09	잣나무
129	19	0.04	0.212211909978781	475	PT	35.2	128.17	139	21	300	44.4	0.037687388582616	18.8	18.4	해송
130	24	0.04	0.202639355341783	600	PT	35.12	128.06	117	10	20	45	0.107726219053696	21.7	21.4	해송
131	12	0.01	0.0850847616595749	1200	PT	34.93	127.65	230	15	120	14	0.0874817765279706	5.1	4.7	해송
132	60	0.04	0.127774475802747	1500	PT	34.93	127.64	230	15	160	26.4	0.205035887920066	9.8	9.3	해송
133	32	0.04	0.163807051130286	800	PT	34.51	127.1	57	22	190	38.4	0.130987253541243	12.6	14.2	해송
134	24	0.04	0.194590917054214	600	PT	34.51	127.1	46.5	15	190	41.2	0.0847779087212281	20.8	14.4	해송
135	14	0.04	0.241778381403892	350	PK	35.46	127.65	655	10	20	22.2	0.0587315532000239	11.9	12.5	잣나무
136	9	0.04	0.312382066635643	225	LL	35.46	127.64	680	15	330	45.2	0.0572662792280743	25	24.8	낙엽송
137	20	0.04	0.269017750343727	500	LL	35.46	127.64	623	13	50	33	0.0214274782177742	19.1	19.8	낙엽송
138	14	0.04	0.508690475633268	350	PDe	37.99	128.2	811	10	0	75	0.0541602560309064	26.3	24.98	강원지방소나무
139	25	0.04	0.2641949280361	625	PDe	37.99	128.2	774	10	62	36.8	0.0446512954487907	20.9	20.35	강원지방소나무
140	41	0.04	0.175556397720185	1025	LL	35.41	127.81	641	18	20	29.8	0.109767968012055	21.2	18.5	낙엽송
141	13	0.04	0.274836314922173	325	QV	35.22	127.74	627	21	310	41.6	0.171332016165437	22.2	21.8	굴참나무
142	40	0.04	0.198245617858252	1000	QV	35.37	127.85	454	15	270	39.8	0.0802448212194538	16.5	16.4	굴참나무
143	13	0.04	0.28639040056968	325	PDe	37.99	128.2	769	15	40	35.2	0.0311205998582481	19.2	18.7	강원지방소나무
144	26	0.04	0.204930851377126	650	QV	35.37	127.85	471	31	260	39.2	0.116064420062014	15.9	17	굴참나무
145	23	0.04	0.212516904698447	575	PDe	37.99	128.2	769	15	40	25	0.271293199325011	17.3	17.37	강원지방소나무
146	19	0.04	0.224399315131707	475	QAc	36.42	127.23	203	25	171	44.4	0.0542414170215869	26.7	20.24	상수리나무
146	19	0.04	0.224399315131707	475	QAc	36.42	127.23	203	25	171	44.4	0.0542414170215869	26.7	20.24	신갈나무
146	19	0.04	0.224399315131707	475	QAc	36.42	127.23	203	25	171	44.4	0.0542414170215869	26.7	20.24	굴참나무
147	10	0.02	0.249533164128538	500	QAc	37.9	127.62	470	18	165	44.6	0.0972174142990081	19.6	20.95	상수리나무
148	20	0.04	0.224183853120603	500	PDe	37.99	128.2	710	35	68	26.6	0.120652680720911	15.5	15.66	강원지방소나무
149	13	0.04	0.199939798631796	325	QAc	37.9	127.62	468	22	150	41.4	0.0629874628521995	20.7	19.6	상수리나무
150	25	0.02	0.108379702896806	1250	QAc	37.87	127.8	350	30	315	25	0.157480157480236	17	14.75	상수리나무
151	52	0.04	0.189099943050067	1300	PD	35.35	127.73	746	20	240	36	0.065144663330881	16.2	16.7	중부지방소나무
152	38	0.04	0.261336997602309	950	PD	35.21	127.72	520	25	200	43.2	0.13337833602674	19.3	18.7	중부지방소나무
153	49	0.04	0.160212359073824	1225	PD	35.21	128.17	520	27	210	39.4	0.130161232537646	12	12.8	중부지방소나무
154	15	0.02	0.114039174555647	750	QAc	37.49	127.86	224	30	130	17.6	0.195176864060428	17.8	13.1	상수리나무
155	41	0.04	0.116179004022283	1025	PDe	37.98	128.2	607	40	127	16.6	0.151203619253146	14.1	7.72	강원지방소나무
156	50	0.04	0.142591163821606	1250	PTl	37.78	127.91	356	27	255	25.6	0.433752082577853	32.5	25	현사시나무
156	50	0.04	0.142591163821606	1250	PTl	37.78	127.91	356	27	255	25.6	0.433752082577853	32.5	25	신갈나무
156	50	0.04	0.142591163821606	1250	PTl	37.78	127.91	356	27	255	25.6	0.433752082577853	32.5	25	굴참나무
157	73	0.04	0.180890377762675	1825	CJ	33.34	126.68	10	5	342	32.4	0.0169050172069496	15.6	14.4	삼나무
158	25	0.01	0.106950642821818	2500	PD	35.38	128.35	73	23	300	18.8	0.0237879572074446	9.6	10	중부지방소나무
159	46	0.04	0.199662051433438	1150	PD	35.46	127.96	766	20	240	41.8	0.1617267347479	14.3	15.4	중부지방소나무
160	35	0.04	0.162399595354879	875	PK	37.89	128.71	327	20.7	110	26.6	0.126373957247907	10.8	10.6	잣나무
160	35	0.04	0.162399595354879	875	PK	37.89	128.71	327	20.7	110	26.6	0.126373957247907	10.8	10.6	졸참나무
160	35	0.04	0.162399595354879	875	PK	37.89	128.71	327	20.7	110	26.6	0.126373957247907	10.8	10.6	굴참나무
161	27	0.04	0.335026367121555	675	QV	37.88	128.67	583	9.6	90	74.8	0.123038239196188	21.3	21.3	굴참나무
161	27	0.04	0.335026367121555	675	QV	37.88	128.67	583	9.6	90	74.8	0.123038239196188	21.3	21.3	졸참나무
162	38	0.04	0.227544501142084	950	QV	37.88	128.69	664	18.6	90	73.8	0.241899332470946	15.4	15.5	굴참나무
162	38	0.04	0.227544501142084	950	QV	37.88	128.69	664	18.6	90	73.8	0.241899332470946	15.4	15.5	신갈나무
163	30	0.04	0.246791950165857	750	QV	37.88	128.69	663	17.6	210	74.6	0.173384049914263	16.9	17.9	굴참나무
163	30	0.04	0.246791950165857	750	QV	37.88	128.69	663	17.6	210	74.6	0.173384049914263	16.9	17.9	신갈나무
164	30	0.04	0.265007484171045	750	QV	37.89	128.78	649	25.4	120	59.8	0.0493240174038549	23.1	22.32	굴참나무
164	30	0.04	0.265007484171045	750	QV	37.89	128.78	649	25.4	120	59.8	0.0493240174038549	23.1	22.32	신갈나무
165	43	0.04	0.197832792917373	1075	QV	37.6	127.62	446	35	110	49	0.107021311037771	19.9	19.3	굴참나무
165	43	0.04	0.197832792917373	1075	QV	37.6	127.62	446	35	110	49	0.107021311037771	19.9	19.3	신갈나무
165	43	0.04	0.197832792917373	1075	QV	37.6	127.62	446	35	110	49	0.107021311037771	19.9	19.3	잣나무
166	37	0.04	0.164639696700795	925	QV	37.61	127.62	412	20	150	40	0.174104853464801	21.8	18	굴참나무
166	37	0.04	0.164639696700795	925	QV	37.61	127.62	412	20	150	40	0.174104853464801	21.8	18	신갈나무
166	37	0.04	0.164639696700795	925	QV	37.61	127.62	412	20	150	40	0.174104853464801	21.8	18	중부지방소나무
167	55	0.04	0.146232256110862	1375	QM	38.15	127.15	330	25	30	42.4	0.163060245447581	13.8	15.95	신갈나무
168	100	0.04	0.119557475717748	2500	PD	34.96	127.46	328	27	180	33	0.153022802096395	12.5	10.16	중부지방소나무
169	44	0.04	0.134542659676131	1100	PD	34.98	127.43	177	30	135	31.6	0.0911700018410629	11.3	8.27	중부지방소나무
170	36	0.04	0.177195199960069	900	PD	35.2	127.42	96	26	190	42	0.121405226514114	13.6	13.95	중부지방소나무
171	63	0.04	0.0511519677971807	1575	PD	34.98	127.01	145	5	355	18	0.0392837100659193	6.5	6.62	중부지방소나무
172	85	0.04	0.138511541247737	2125	PD	35.22	127.43	155	31	150	25.4	0.106372095166191	16.2	13.38	중부지방소나무
173	27	0.04	0.272796627545137	675	PD	35.09	127.61	230	16	40	43.8	0.0375152436647374	19.6	20.8	중부지방소나무
174	26	0.04	0.0543680477429953	650	PR	35.88	127.46	305	10	90	13.2	0.216936682776914	5.4	4.7	리기다소나무
175	32	0.04	0.252399670661433	800	PR	35.41	127.81	404	21	32	40.4	0.0513278251319993	18.8	18.4	리기다소나무
175	32	0.04	0.252399670661433	800	PR	35.41	127.81	404	21	32	40.4	0.0513278251319993	18.8	18.4	중부지방소나무
175	32	0.04	0.252399670661433	800	PR	35.41	127.81	404	21	32	40.4	0.0513278251319993	18.8	18.4	굴참나무
176	29	0.04	0.244848862601486	725	PR	35.41	127.81	393	20	32	40	0.0395284707521047	24.9	16.9	상수리나무
176	29	0.04	0.244848862601486	725	PR	35.41	127.81	393	20	32	40	0.0395284707521047	24.9	16.9	리기다소나무
176	29	0.04	0.244848862601486	725	PR	35.41	127.81	393	20	32	40	0.0395284707521047	24.9	16.9	중부지방소나무
176	29	0.04	0.244848862601486	725	PR	35.41	127.81	393	20	32	40	0.0395284707521047	24.9	16.9	굴참나무
177	29	0.04	0.179483454236951	725	PT	36.85	126.27	60	16	153	44	0.161507618222181	16.8	15.77	해송
178	32	0.04	0.209948207898996	800	PT	36.84	126.28	60	7	265	42.2	0.0827689535382606	23.6	16.2	해송
179	30	0.04	0.206198286446162	750	PR	35.99	127.66	296	20	130	37	0.0505629376591073	20.1	19	리기다소나무
179	30	0.04	0.206198286446162	750	PR	35.99	127.66	296	20	130	37	0.0505629376591073	20.1	19	굴참나무
180	34	0.04	0.188125427496094	850	PR	36.48	127.63	191	22	265	34.2	0.0756852579271625	17.3	15.73	리기다소나무
181	37	0.04	0.194507347182846	925	PR	36.42	127.46	151	15	84	45.6	0.0504862475141287	18.4	19.02	리기다소나무
182	38	0.04	0.149665152573125	950	PR	36.44	127.23	67	19	147	33.6	0.0617155992658563	10.2	10.16	리기다소나무
183	29	0.04	0.227339788225345	725	PR	37.51	127.69	347	30	220	43.6	0.0680385182302354	19.1	18.3	리기다소나무
184	31	0.04	0.232476845881408	775	PR	35.99	127.66	337	10	98	37	0.0427334818941673	23.6	19	리기다소나무
185	27	0.04	0.241781275505745	675	PD	35.35	126.67	400	5	285	49.4	0.0617325938541575	12.9	12.4	중부지방소나무
185	27	0.04	0.241781275505745	675	PD	35.35	126.67	400	5	285	49.4	0.0617325938541575	12.9	12.4	신갈나무
185	27	0.04	0.241781275505745	675	PD	35.35	126.67	400	5	285	49.4	0.0617325938541575	12.9	12.4	굴참나무
186	47	0.04	0.23496197066669	1175	PD	35.35	126.66	263	10	239	46.4	0.166660473527424	15.3	14.7	중부지방소나무
186	47	0.04	0.23496197066669	1175	PD	35.35	126.66	263	10	239	46.4	0.166660473527424	15.3	14.7	신갈나무
186	47	0.04	0.23496197066669	1175	PD	35.35	126.66	263	10	239	46.4	0.166660473527424	15.3	14.7	리기다소나무
186	47	0.04	0.23496197066669	1175	PD	35.35	126.66	263	10	239	46.4	0.166660473527424	15.3	14.7	굴참나무
187	25	0.04	0.0682788400604463	625	PD	35.35	126.66	249	5	339	10	0.1	4.4	4.4	중부지방소나무
188	52	0.04	0.20011756160202	1300	PD	36.45	126.67	490	5	187	40.6	0.0510749787027776	14.1	13.1	중부지방소나무
189	27	0.04	0.198036659531811	675	PD	36.45	126.68	195	15	223	39.4	0.0661847959919051	14.3	13.5	중부지방소나무
190	24	0.04	0.264327054360061	600	PR	37.48	127.73	470	34	240	47.4	0.130563278031779	21.6	21	리기다소나무
191	31	0.04	0.186825518047049	775	PK	36.43	127.2	74	35	230	40.2	0.111802015195245	15.4	15	잣나무
192	32	0.04	0.145196203462763	800	QM	36.62	127.05	305	25	116	32	0.0796721798998873	16.1	13.17	신갈나무
193	61	0.04	0.14450821066922	1525	QM	36.19	127.78	208	20	245	38.2	0.0677601000290303	12.6	13.16	신갈나무
194	21	0.04	0.142156017576933	525	LL	36.37	127.46	257	36	180	13.2	0.145722606527813	13.6	11.7	낙엽송
195	34	0.04	0.179092894068643	850	LL	36.61	127.04	431	34	16	36.8	0.0968398352239427	19	18.9	낙엽송
196	39	0.04	0.153336817128762	975	QV	36.62	127.05	306	27	186	34.8	0.0894966178298703	13.7	12.47	굴참나무
197	63	0.04	0.129575191139084	1575	QV	36.2	127.78	210	25	250	36.2	0.0687839756794957	14.4	14	굴참나무
198	12	0.04	0.238763132274087	300	QV	36.43	127.23	233	20	217	35.6	0.073249465226996	14.8	15.6	굴참나무
199	31	0.04	0.135077397168462	775	PD	36.78	127.78	202	28	290	35.4	0.122482956998185	11.9	12.7	중부지방소나무
200	45	0.04	0.199479767840696	1125	PD	35.57	127.54	366	32	251	34.4	0.109928316285983	16.6	15.55	중부지방소나무
201	75	0.04	0.151957450184802	1875	PD	36.14	127.79	240	30	193	34.4	0.189065262110571	11.1	9.62	중부지방소나무
202	35	0.04	0.207510757036146	875	PD	35.95	127.82	545	32	92	44.2	0.200708191096985	17.3	17.18	중부지방소나무
203	34	0.04	0.176179888015563	850	PD	35.99	127.66	360	36	305	38.2	0.0430148605370549	15.9	17.5	중부지방소나무
204	49	0.04	0.153151918708456	1225	PD	36.42	127.2	110	30	154	22.4	0.0747017880833996	10.5	10.6	중부지방소나무
205	33	0.04	0.180079023057808	825	PD	36.46	126.68	337	5	220	39.6	0.0382973507275331	10.9	11.2	중부지방소나무
205	33	0.04	0.180079023057808	825	PD	36.46	126.68	337	5	220	39.6	0.0382973507275331	10.9	11.2	신갈나무
205	33	0.04	0.180079023057808	825	PD	36.46	126.68	337	5	220	39.6	0.0382973507275331	10.9	11.2	굴참나무
